#,Name,Comments 1,Quarter,Down,Distance,Field Position,P/10,SY/GL,Red Area,Drive #,Drive Play #,Gain,R/P,Hash,Personnel,Formation,Form Var,Motion,Starting Form,FIB,Endover,Form Adj Reduce,Y Location,Pass Concept,Pass Result,Backfield,Run Concept,Run Strength,Play Type,Proctection,Front,Front Type,Stunt,Pressure Type,Coverage,2M/4M,BC/REC,QB,RB,TE,WR,Tempo,pff_OFFPERSONNELBASIC,pff_RUNPASS,pff_DRIVEPLAY,pff_HASHDEF,pff_PREVIOUSGAINLOSS,pff_GAINLOSS,pff_SCREEN,pff_QUICKGAME,pff_RUNCONCEPT3,pff_RUNCONCEPTPRIMARY,pff_PENALTY,pff_TOUCHDOWN,pff_TRICKLOOK,pff_TRICKPLAY,pff_TEMPO,pff_2MINUTE,pff_GARBAGETIME,pff_BALLCARRIER,pff_QB,pff_RBS,pff_WRS,pff_TES,pff_FRONTTYPE,pff_OFFFORMATIONGROUP,pff_RUNPASSOPTION,pff_PREVIOUSRUNPASS,pff_PASSRECEIVERTARGET,pff_BLITZDOG,pff_PASSCOVERAGEBASIC
537,"2025 UAB O vs UConn, PFF Play 100",100,3,2,3,'-32,2,SY,,7,2,68.0,P,R,11,OTHER,,,,,,,,,COMPLETE,GEMP,JET SWEEP,STR,DB,,BENCH,4 DOWN,,BLITZ,COVER 1,,ALBI 06,ALBI 15,11,88,00; 01; 06,1,11,P,2,R,7.0,68.0,0,0.0,,,,ALBI 06,0,0,1,0,0,ALBI 06,ALBI 15,11,00; 01; 06,88,WIDE UNDER,5x2,0,P,ALBI 06,1,COVER 1
538,"2025 UAB O vs UConn, PFF Play 111",111,3,1,10,'-25,P,,,8,1,5.0,R,M,12,ACE YU OFF,,,,,,X,OFF,CURLS,,PSTL,OUTSIDE ZN LD,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 4,,ALBI 04,ALBI 15,04,17; 85,00; 01,0,12,R,1,C,68.0,5.0,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 15,04,00; 01,17; 85,WIDE OVER,2x2,0,P,,0,COVER 4
539,"2025 UAB O vs UConn, PFF Play 112",112,3,2,5,'-30,2,,,8,2,0.0,P,L,11,TRIPS - SLOT,,,,X,,X,OPEN,,INCOMPLETE,GEMP,JET SWEEP,STR,DB,,BENCH,4 DOWN,STUNT,,COVER 4,,ALBI 01,ALBI 15,11,85,00; 01; 06,0,11,P,2,L,5.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 15,11,00; 01; 06,85,WIDE UNDER,3x2,0,R,ALBI 01,0,COVER 4
540,"2025 UAB O vs UConn, PFF Play 113",113,3,3,5,'-30,3,,,8,3,7.0,P,L,11,TRIPS - SLOT,,,,X,,X,OPEN,,COMPLETE,GEMP,JET SWEEP,STR,DB,,EVEN,4 DOWN,STUNT,BLITZ,COVER 0,,ALBI 06,ALBI 15,11,85,00; 01; 06,0,11,P,3,L,,7.0,0,0.0,,,,,0,0,0,0,0,ALBI 06,ALBI 15,11,00; 01; 06,85,EVEN,3x2,0,P,ALBI 06,1,COVER 0
541,"2025 UAB O vs UConn, PFF Play 114",114,3,1,10,'-37,P,,,8,4,14.0,P,L,11,DOUBLES,STK,Y MTR,,X,,X,OPEN,,COMPLETE,GF,Y INSERT,STR,PA,,BENCH,4 DOWN,,,COVER 3,,ALBI 00,ALBI 15,11,85,00; 01; 06,0,11,P,4,L,7.0,14.0,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 00,ALBI 15,11,00; 01; 06,85,WIDE UNDER,2x2,1,P,ALBI 00,0,COVER 3
542,"2025 UAB O vs UConn, PFF Play 115",115,3,1,10,'+49,P,,,8,5,5.0,R,R,12,KING U OFF,,,,,,,SLOT,,,GN,Y INSERT,ZN,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 4,,ALBI 11,ALBI 15,11,17; 85,00; 18,0,12,R,5,R,14.0,5.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 15,11,00; 18,17; 85,WIDE OVER,3x1,1,P,,0,COVER 4
543,"2025 UAB O vs UConn, PFF Play 116",116,3,2,5,'+44,2,,,8,6,-5.0,X,R,12,KING U OFF,,H IN,,,,,SLOT,CURLS,,GF,JET SWEEP,STR,,GAP,BENCH,4 DOWN,,,,,,ALBI 15,11,17; 85,01; 06,0,12,X,6,R,5.0,,0,,,,ALBI 85 FST,,0,0,0,0,0,,ALBI 15,11,01; 06,17; 85,WIDE UNDER,1x3,0,R,,0,
544,"2025 UAB O vs UConn, PFF Play 117",117,3,2,10,'+49,2,,,8,7,3.0,P,R,11,EMPTY 3x2,,,,X,,X,OPEN,,RUN,GEMP,JET SWEEP,STR,DB,,BENCH,4 DOWN,STUNT,,COVER 4,,ALBI 15,ALBI 15,11,17,00; 01; 06,0,11,P,7,R,,3.0,0,0.0,,,,,0,0,0,0,0,ALBI 15,ALBI 15,11,00; 01; 06,17,WIDE UNDER,2x3,0,X,,0,COVER 4
545,"2025 UAB O vs UConn, PFF Play 118",118,3,3,7,'+46,3,,,8,8,7.0,P,R,02,EMPTY 4x1 T STING,,,,,,,ON,,COMPLETE,GEMP,JET SWEEP,STR,DB,,SPLIT,4 DOWN,STUNT,,COVER 3 DBL CLOUD,,ALBI 85,ALBI 15,,17; 85,00; 01; 06,0,02,P,8,R,3.0,7.0,0,0.0,,,,,0,0,0,0,0,ALBI 85,ALBI 15,,00; 01; 06,17; 85,NO INTERIOR,3x2,0,P,ALBI 85,0,COVER 3 DBL CLOUD
546,"2025 UAB O vs UConn, PFF Play 119",119,3,1,10,'+39,P,,,8,9,-5.0,P,M,12,KING U OFF,,H IN,,,,,SLOT,,SACK,GF,,STR,PA,,EVEN,4 DOWN,,BLITZ,COVER 1,,ALBI 15,ALBI 15,03,17; 85,00; 01,0,12,P,9,C,7.0,-5.0,0,0.0,,UNDEFINED,,,0,0,0,0,0,ALBI 15,ALBI 15,03,00; 01,17; 85,EVEN,1x3,0,P,,1,COVER 1
547,"2025 UAB O vs UConn, PFF Play 120",120,3,2,15,'+44,2,,,8,10,7.0,P,R,11,DUO Y OFF,SNUG,,,,,X,OFF,,COMPLETE,GN,JET SWEEP,WK,DB,,ONE INTERIOR,4 DOWN,STUNT,BLITZ,COVER 3 CLOUD,,ALBI 03,ALBI 15,03,17,00; 01; 06,0,11,P,10,R,-5.0,7.0,0,0.0,,,,,0,0,0,0,0,ALBI 03,ALBI 15,03,00; 01; 06,17,ONE INTERIOR,2x2,0,P,ALBI 03,1,COVER 3 CLOUD
548,"2025 UAB O vs UConn, PFF Play 121",121,3,3,8,'+37,3,,,8,11,-6.0,P,R,11,TRIPS,,,,,,,ON,,SACK,GN,JET SWEEP,WK,DB,,ONE INTERIOR,4 DOWN,,BLITZ,COVER 6,,ALBI 15,ALBI 15,03,17,00; 01; 06,0,11,P,11,R,7.0,-6.0,0,0.0,,,,,0,0,0,0,0,ALBI 15,ALBI 15,03,00; 01; 06,17,ONE INTERIOR,1x3,0,P,,1,COVER 6
549,"2025 UAB O vs UConn, PFF Play 122",122,4,4,14,'+43,4,,,8,12,0.0,P,R,11,TRIPS,,,,,,,ON,,INTERCEPTION,GN,JET SWEEP,WK,DB,,ONE INTERIOR,4 DOWN,STUNT,BLITZ,COVER 2,,ALBI 01,ALBI 15,03,85,00; 01; 06,0,11,P,12,R,-6.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 15,03,00; 01; 06,85,ONE INTERIOR,1x3,0,P,ALBI 01,1,COVER 2
550,"2025 UAB O vs UConn, PFF Play 127",127,4,1,10,'-41,P,,,9,1,10.0,R,R,20,SLOT - OPEN,SNUG,,,X,,,OFF,CURLS,,GS,Q DART,STR,GAP,GAP,EVEN,4 DOWN,STUNT,,COVER 3,,ALBI 16,ALBI 16,04; 11,,05; 06; 18,0,20,R,1,R,,10.0,0,,,POWER,,,0,0,0,0,0,ALBI 16,ALBI 16,04; 11,05; 06; 18,,EVEN,1x2,0,P,,0,COVER 3
551,"2025 UAB O vs UConn, PFF Play 128",128,4,1,10,'+49,P,,,9,2,5.0,R,L,21,PRO - OPEN,SNUG,,,,,X,OFF,CURLS,,GS,Q CTR OT RD,STR,GAP,GAP,EVEN,4 DOWN,STUNT,,COVER 3,,ALBI 16,ALBI 16,03; 11,88,05; 18,1,21,R,2,L,10.0,5.0,0,,,COUNTER,,,0,0,1,0,0,ALBI 16,ALBI 16,03; 11,05; 18,88,EVEN,1x2,0,R,,0,COVER 3
552,"2025 UAB O vs UConn, PFF Play 129",129,4,1,10,'+37,P,,,9,3,5.0,P,M,11,OTHER,,,,,,,,,COMPLETE,GEMP,JET SWEEP,STR,DB,,ODD,4 DOWN,,,COVER 3 DBL CLOUD,,ALBI 11,ALBI 15,11,88,00; 01; 06,0,11,P,3,C,5.0,5.0,0,0.0,,,,,0,0,0,0,0,ALBI 11,ALBI 15,11,00; 01; 06,88,ODD,2x5,0,R,ALBI 11,0,COVER 3 DBL CLOUD
553,"2025 UAB O vs UConn, PFF Play 130",130,4,2,5,'+32,2,,,9,4,32.0,P,L,11,OTHER,,,,,,,,,LATERAL,GEMP,JET SWEEP,STR,DB,,ODD,4 DOWN,,,COVER 3 DBL CLOUD,,ALBI 06,ALBI 15,11,88,00; 01; 06,1,11,P,4,L,5.0,32.0,0,0.0,,,,ALBI 06,0,0,1,0,0,ALBI 06,ALBI 15,11,00; 01; 06,88,ODD,2x5,0,P,,0,COVER 3 DBL CLOUD
554,"2025 UAB O vs UConn, PFF Play 142",142,4,1,10,'-18,P,,,10,1,6.0,P,M,11,DOUBLES,STK,Z BNC,,X,,,OPEN,,COMPLETE,GN,JET SWEEP,WK,DB,,ONE INTERIOR,4 DOWN,STUNT,BLITZ,COVER 4,,ALBI 05,ALBI 15,04,17,00; 01; 05,0,11,P,1,C,32.0,6.0,0,0.0,,,,,0,0,0,0,1,ALBI 05,ALBI 15,04,00; 01; 05,17,ONE INTERIOR,2x2,0,P,ALBI 05,1,COVER 4
555,"2025 UAB O vs UConn, PFF Play 143",143,4,2,4,'-24,2,,,10,2,4.0,P,R,12,ACE YU OFF,,,,,,X,OFF,,COMPLETE,GF,JET SWEEP,STR,DB,,EVEN,4 DOWN,,,COVER 2,,ALBI 01,ALBI 15,04,17; 88,00; 01,0,12,P,2,R,6.0,4.0,0,0.0,,,,,0,0,0,0,1,ALBI 01,ALBI 15,04,00; 01,17; 88,EVEN,2x2,0,P,ALBI 01,0,COVER 2
556,"2025 UAB O vs UConn, PFF Play 144",144,4,1,10,'-28,P,,,10,3,11.0,P,L,12,DUO Y OFF,SNUG,Y MO,,X,X,X,OFF,,COMPLETE,GN,JET SWEEP,STR,DB,,ODD,4 DOWN,,,COVER 2,,ALBI 01,ALBI 15,04,17; 88,00; 01,0,12,P,3,L,4.0,11.0,0,0.0,,,,,0,0,0,0,1,ALBI 01,ALBI 15,04,00; 01,17; 88,ODD,2x2,0,P,ALBI 01,0,COVER 2
557,"2025 UAB O vs UConn, PFF Play 145",145,4,1,10,'-39,P,,,10,4,9.0,P,L,11,TRIPS - OPEN,Y FLEX/STK,Y BNC,,X,,X,OPEN,,COMPLETE,GN,Y INSERT,STR,PA,,EVEN,4 DOWN,,BLITZ,COVER 6,,ALBI 00,ALBI 15,11,85,00; 05; 18,0,11,P,4,L,11.0,9.0,1,0.0,,INSIDE ZONE,,,0,0,0,0,1,ALBI 00,ALBI 15,11,00; 05; 18,85,EVEN,3x1,1,P,ALBI 00,1,COVER 6
558,"2025 UAB O vs UConn, PFF Play 146",146,4,2,1,'-48,2,SY,,10,5,3.0,R,R,11,DUO Y OFF,SNUG,Z BNC,,X,X,X,OFF,,,PSTL,ZONE RD ARC,STR,ZN,GAP,BENCH,4 DOWN,,BLITZ,COVER 3,,ALBI 11,ALBI 15,11,85,00; 01; 05,1,11,R,5,R,9.0,3.0,0,,,MAN,,,0,0,1,0,1,ALBI 11,ALBI 15,11,00; 01; 05,85,WIDE UNDER,2x2,1,P,,1,COVER 3
559,"2025 UAB O vs UConn, PFF Play 147",147,4,1,10,'+49,P,,,10,6,10.0,P,R,11,EMPTY 3x2,,,,X,,X,OPEN,,COMPLETE,GEMP,JET SWEEP,STR,DB,,SPLIT,4 DOWN,STUNT,BLITZ,COVER 2,,ALBI 85,ALBI 15,11,85,00; 01; 05,1,11,P,6,R,3.0,10.0,1,0.0,,,,,0,0,1,0,1,ALBI 85,ALBI 15,11,00; 01; 05,85,NO INTERIOR,2x3,0,R,ALBI 85,1,COVER 2
560,"2025 UAB O vs UConn, PFF Play 148",148,4,1,10,'+39,P,,,10,7,3.0,P,L,11,TRIPS - SLOT,,,,X,,X,OPEN,,RUN,GEMP,JET SWEEP,STR,DB,,EVEN,4 DOWN,STUNT,BLITZ,COVER 2,,ALBI 15,ALBI 15,11,85,00; 01; 05,0,11,P,7,L,10.0,3.0,0,0.0,,,,,0,0,0,0,1,ALBI 15,ALBI 15,11,00; 01; 05,85,EVEN,3x2,0,P,,1,COVER 2
561,"2025 UAB O vs UConn, PFF Play 149",149,4,2,7,'+36,2,,,10,8,6.0,P,L,11,TRIPS - SLOT,,,,X,,X,OPEN,,COMPLETE,GEMP,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,STUNT,BLITZ,COVER 2,,ALBI 05,ALBI 15,11,85,00; 01; 05,1,11,P,8,L,3.0,6.0,0,0.0,,,,,0,0,1,0,1,ALBI 05,ALBI 15,11,00; 01; 05,85,WIDE OVER,3x2,0,P,ALBI 05,1,COVER 2
562,"2025 UAB O vs UConn, PFF Play 150",150,4,3,1,'+30,3,SY,,10,9,3.0,R,L,11,TREY Y OFF,SNUG,Z MTR,,X,,X,OFF,,,GN,Y INSERT,STR,ZN,GAP,EVEN,4 DOWN,STUNT,,COVER 3,,ALBI 11,ALBI 15,11,88,00; 01; 05,0,11,R,9,L,6.0,3.0,0,,,INSIDE ZONE,,,0,0,0,0,1,ALBI 11,ALBI 15,11,00; 01; 05,88,EVEN,3x1,1,P,,0,COVER 3
563,"2025 UAB O vs UConn, PFF Play 151",151,4,1,10,'+27,P,,,10,10,0.0,P,L,11,TRIPS - SLOT,,,,X,,X,OPEN,,COMPLETE,GEMP,JET SWEEP,STR,DB,,ONE INTERIOR,4 DOWN,STUNT,,COVER 2,,ALBI 05,ALBI 15,03,88,00; 01; 05,0,11,P,10,L,3.0,0.0,0,0.0,,,,,0,0,0,0,1,ALBI 05,ALBI 15,03,00; 01; 05,88,ONE INTERIOR,3x2,0,R,ALBI 05,0,COVER 2
564,"2025 UAB O vs UConn, PFF Play 152",152,4,2,10,'+27,2,,,10,11,-10.0,P,L,11,TRIPS - SLOT,,,,X,,X,OPEN,,SACK,GEMP,JET SWEEP,STR,DB,,ONE INTERIOR,4 DOWN,STUNT,BLITZ,COVER 2,,ALBI 15,ALBI 15,03,17,00; 01; 05,0,11,P,11,L,0.0,-10.0,0,0.0,,,,,0,0,0,0,1,ALBI 15,ALBI 15,03,00; 01; 05,17,ONE INTERIOR,3x2,0,P,,1,COVER 2
565,"2025 UAB O vs UConn, PFF Play 153",153,4,3,20,'+37,3,,,10,12,6.0,P,L,11,TRIPS - OPEN,Y AT 3,,,X,,X,OPEN,,COMPLETE,GF,JET SWEEP,STR,DB,,SPLIT,4 DOWN,STUNT,,COVER 3 DBL CLOUD,,ALBI 01,ALBI 15,03,17,00; 01; 05,0,11,P,12,L,-10.0,6.0,0,0.0,,,,,0,0,0,0,1,ALBI 01,ALBI 15,03,00; 01; 05,17,NO INTERIOR,3x1,0,P,ALBI 01,0,COVER 3 DBL CLOUD
566,"2025 UAB O vs UConn, PFF Play 154",154,4,4,14,'+31,4,,,10,13,15.0,P,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INCOMPLETE,GF,JET SWEEP,STR,DB,,ONE INTERIOR,4 DOWN,,BLITZ,COVER 6,,ALBI 01,ALBI 15,03,17,00; 01; 05,0,11,P,13,L,6.0,,0,0.0,,,CTUN D21 RPS,,0,0,0,0,1,,ALBI 15,03,00; 01; 05,17,ONE INTERIOR,3x1,0,P,ALBI 01,1,COVER 6
567,"2025 UAB O vs UConn, PFF Play 155",155,4,1,10,'+16,P,,RA,10,14,3.0,P,L,11,DUO Y OFF,SNUG,,,,,X,OFF,,COMPLETE,GN,JET SWEEP,STR,DB,,ODD,4 DOWN,,BLITZ,COVER 2,,ALBI 00,ALBI 15,03,17,00; 05; 18,0,11,P,14,L,,3.0,0,0.0,,,,,0,0,0,0,1,ALBI 00,ALBI 15,03,00; 05; 18,17,ODD,2x2,0,P,ALBI 00,1,COVER 2
568,"2025 UAB O vs UConn, PFF Play 156",156,4,2,7,'+13,2,,RA,10,15,0.0,P,R,11,TRIPS,,,,,,,ON,,INCOMPLETE,GN,JET SWEEP,WK,DB,,ONE INTERIOR,4 DOWN,STUNT,BLITZ,COVER 1,,ALBI 03,ALBI 15,03,17,00; 01; 05,0,11,P,15,R,3.0,,0,0.0,,,,,0,0,0,0,1,,ALBI 15,03,00; 01; 05,17,ONE INTERIOR,1x3,0,P,ALBI 03,1,COVER 1
569,"2025 UAB O vs UConn, PFF Play 157",157,4,3,7,'+13,3,,RA,10,16,13.0,P,R,11,TRIPS - OPEN,Y AT 2,,,X,,X,OPEN,,COMPLETE,GF,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,STUNT,BLITZ,COVER 1,,ALBI 05,ALBI 15,03,17,00; 01; 05,0,11,P,16,R,,13.0,0,0.0,,,,ALBI 05,0,0,0,0,1,ALBI 05,ALBI 15,03,00; 01; 05,17,WIDE OVER,1x3,0,P,ALBI 05,1,COVER 1
570,"2025 UAB O vs Rice, PFF Play 002",2,1,1,10,'-25,P,,,1,1,4.0,R,L,20 (*),TREY Y OFF,ENDOVER,,,X,X,,OFF,CURLS,,GN,Q DART,STR,GAP,GAP,UNDER,4 DOWN,,,COVER 3,,ALBI 04,ALBI 15,04; 11,,05; 18,0,20 (*),R,1,L,,4.0,0,,,POWER,,,0,0,0,0,0,ALBI 04,ALBI 15,04; 11,05; 18,,UNDER,4x0,0,,,0,COVER 3
571,"2025 UAB O vs Rice, PFF Play 003",3,1,2,6,'-29,2,,,1,2,1.0,R,M,11,DUO Y OFF,SNUG,Y MTR,,,,X,OFF,,,GF,Y INSERT,STR,ZN,GAP,EVEN,4 DOWN,,,COVER 3,,ALBI 15,ALBI 15,04,85,00; 01; 06,0,11,R,2,C,4.0,1.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 15,ALBI 15,04,00; 01; 06,85,EVEN,2x2,1,R,,0,COVER 3
572,"2025 UAB O vs Rice, PFF Play 004",4,1,3,5,'-30,3,,,1,3,-5.0,P,R,11,DOUBLES,STK,,,,,,OPEN,,SACK,GN,JET SWEEP,STR,DB,,EVEN,4 DOWN,,,COVER 3 SEAM,,ALBI 15,ALBI 15,04,85,00; 01; 06,0,11,P,3,R,1.0,-5.0,0,0.0,,,,,0,0,0,0,0,ALBI 15,ALBI 15,04,00; 01; 06,85,EVEN,2x2,0,R,,0,COVER 3 SEAM
573,"2025 UAB O vs Rice, PFF Play 009",9,1,1,10,'+34,P,,,2,1,8.0,P,R,12,TREY U HIP,,X MTR,,,,,WING PRO,,COMPLETE,GN,Y INSERT,STR,PA,,WIDE OVER,4 DOWN,,,COVER 4,,ALBI 08,ALBI 15,11,17; 88,01; 08,0,12,P,1,R,-5.0,8.0,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 08,ALBI 15,11,01; 08,17; 88,WIDE OVER,1x3,1,P,ALBI 08,0,COVER 4
574,"2025 UAB O vs Rice, PFF Play 010",10,1,2,2,'+26,2,SY,,2,2,26.0,P,L,11,TREY Y OFF,SNUG,,,X,,X,OFF,,COMPLETE,GN,Y INSERT,STR,PA,,UNDER,4 DOWN,,,COVER 1,,ALBI 00,ALBI 15,11,17,00; 01; 05,0,11,P,2,L,8.0,26.0,0,0.0,,INSIDE ZONE,,ALBI 00,0,0,0,0,0,ALBI 00,ALBI 15,11,00; 01; 05,17,UNDER,1x3,1,P,ALBI 00,0,COVER 1
575,"2025 UAB O vs Rice, PFF Play 025",25,1,1,10,'-25,P,,,3,1,2.0,R,R,21,DUO Y OFF,SNUG,,,,,X,OFF,CURLS,,GN,Q CTR OY RD,WK,GAP,GAP,ODD,4 DOWN,,,COVER 3,,ALBI 04,ALBI 15,04; 11,17,05; 18,0,21,R,1,R,26.0,2.0,0,,,COUNTER,,,0,0,0,0,0,ALBI 04,ALBI 15,04; 11,05; 18,17,ODD,2x2,0,P,,0,COVER 3
576,"2025 UAB O vs Rice, PFF Play 026",26,1,2,8,'-27,2,,,3,2,-4.0,P,R,11,TRIPS - SLOT,,TOZ,,X,,,OPEN,,SACK,GEMP,JET SWEEP,STR,DB,,ODD,4 DOWN,,,COVER 4,,ALBI 15,ALBI 15,11,17,00; 01; 06,0,11,P,2,R,2.0,-4.0,0,0.0,,,,,0,0,0,0,0,ALBI 15,ALBI 15,11,00; 01; 06,17,ODD,2x3,0,R,,0,COVER 4
577,"2025 UAB O vs Rice, PFF Play 027",27,1,3,12,'-23,3,,,3,3,0.0,P,L,11,TRIPS,,Z OUT,,,,,ON,,INCOMPLETE,GN,JET SWEEP,STR,DB,,ODD,4 DOWN,,,COVER 2,,ALBI 06,ALBI 15,03,17,00; 01; 06,0,11,P,3,L,-4.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 15,03,00; 01; 06,17,ODD,3x1,0,P,ALBI 06,0,COVER 2
578,"2025 UAB O vs Rice, PFF Play 050",50,2,1,10,'-34,P,,,4,1,5.0,X,R,12,ACE YU OFF,,,,,,X,OFF,CURLS,,,JET SWEEP,STR,,GAP,SOLID,5 DOWN,,,,,,ALBI 15,04,17; 85,00; 01,0,12,X,1,R,,,0,,,,TXRI D99 NZI,,0,0,0,0,0,,ALBI 15,04,00; 01,17; 85,ODD,2x2,0,P,,0,
579,"2025 UAB O vs Rice, PFF Play 051",51,2,1,5,'-39,1,,,4,2,2.0,R,R,12,ACE YU OFF,,,,,,X,OFF,CURLS,,,OUTSIDE ZN LD,STR,ZN,GAP,SOLID,5 DOWN,,,COVER 4,,ALBI 04,ALBI 15,04,17; 85,00; 01,0,12,R,2,R,,2.0,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 15,04,00; 01,17; 85,ODD,2x2,0,X,,0,COVER 4
580,"2025 UAB O vs Rice, PFF Play 052",52,2,2,3,'-41,2,SY,,4,3,2.0,R,R,11,TRIPS,,,,,,,ON,CURLS,,GF,Y INSERT,STR,ZN,GAP,ODD,4 DOWN,STUNT,,COVER 4,,ALBI 04,ALBI 15,04,85,00; 01; 06,0,11,R,3,R,2.0,2.0,0,,,MAN,,,0,0,0,0,0,ALBI 04,ALBI 15,04,00; 01; 06,85,ODD,1x3,0,R,,0,COVER 4
581,"2025 UAB O vs Rice, PFF Play 053",53,2,3,1,'-43,3,SY,,4,4,3.0,R,R,12,TREY Y OFF,SNUG,H IN,,X,,X,OFF,CURLS,,GN,Q SPL ZN,STR,ZN,GAP,BEAR,5 DOWN,,,COVER 3,,ALBI 03,ALBI 15,03,17; 85,01; 08,0,12,R,4,R,2.0,3.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 03,ALBI 15,03,01; 08,17; 85,BEAR,1x3,0,R,,0,COVER 3
582,"2025 UAB O vs Rice, PFF Play 054",54,2,1,10,'-46,P,,,4,5,12.0,P,R,12,QUADS WING - NIX,,,,,,,,,COMPLETE,GN,,STR,PA,,SOLID,5 DOWN,STUNT,BLITZ,COVER 3,,ALBI 01,ALBI 15,03,17; 85,01; 05,0,12,P,5,R,3.0,12.0,0,0.0,,UNDEFINED,,,0,0,0,0,0,ALBI 01,ALBI 15,03,01; 05,17; 85,ODD,0x4,0,R,ALBI 01,1,COVER 3
583,"2025 UAB O vs Rice, PFF Play 055",55,2,1,10,'+42,P,,,4,6,5.0,P,L,12,QUADS WING - NIX,,,,,,,,,COMPLETE,GN,Y INSERT,STR,PA,,SOLID,5 DOWN,,,COVER 3,,ALBI 08,ALBI 15,04,17; 85,01; 08,0,12,P,6,L,12.0,5.0,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 08,ALBI 15,04,01; 08,17; 85,ODD,4x0,1,P,ALBI 08,0,COVER 3
584,"2025 UAB O vs Rice, PFF Play 056",56,2,2,5,'+37,2,,,4,7,4.0,R,R,11,TREY Y OFF,SNUG,,,X,,X,OFF,,,GN,INSIDE ZN,ZN,ZN,GAP,UNDER,4 DOWN,,,COVER 3,,ALBI 04,ALBI 15,04,17,00; 01; 06,0,11,R,7,R,5.0,4.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 15,04,00; 01; 06,17,UNDER,1x3,1,P,,0,COVER 3
585,"2025 UAB O vs Rice, PFF Play 057",57,2,3,1,'+33,3,SY,,4,8,3.0,R,R,22,OTHER,,T MTR,,,,,,CURLS,,,OUTSIDE ZN LD,STR,ZN,GAP,BEAR,5 DOWN,,,COVER 4,,ALBI 04,ALBI 15,04; 11,17; 88,05,0,22,R,8,R,4.0,3.0,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 15,04; 11,05,17; 88,BEAR,2x3,0,R,,0,COVER 4
586,"2025 UAB O vs Rice, PFF Play 058",58,2,1,10,'+30,P,,,4,9,8.0,P,R,11,TREY Y OFF,SNUG,,,X,,X,OFF,,COMPLETE,GN,Y INSERT,STR,PA,,ODD,4 DOWN,,BLITZ,COVER 3 CLOUD,,ALBI 06,ALBI 15,11,88,00; 01; 06,0,11,P,9,R,3.0,8.0,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 06,ALBI 15,11,00; 01; 06,88,ODD,1x3,1,R,ALBI 06,1,COVER 3 CLOUD
587,"2025 UAB O vs Rice, PFF Play 059",59,2,2,2,'+22,2,SY,,4,10,9.0,R,L,12,SLOT - WING,,,,,,,,,,GN,INSIDE ZN,ZN,ZN,GAP,SOLID,5 DOWN,,,COVER 1,,ALBI 11,ALBI 15,11,85; 88,00; 01,0,12,R,10,L,8.0,9.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 15,11,00; 01,85; 88,ODD,2x2,1,P,,0,COVER 1
588,"2025 UAB O vs Rice, PFF Play 060",60,2,1,10,'+13,P,,RA,4,11,11.0,P,M,12,QUADS WING - NIX,,,,,,,,,COMPLETE,GN,Y INSERT,STR,PA,,BEAR,5 DOWN,,BLITZ,COVER 0,,ALBI 00,ALBI 15,11,85; 88,00; 01,0,12,P,11,C,9.0,11.0,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 00,ALBI 15,11,00; 01,85; 88,BEAR,0x4,1,R,ALBI 00,1,COVER 0
589,"2025 UAB O vs Rice, PFF Play 061",61,2,1,2,'+2,1,SY/GL,RA,4,12,0.0,R,M,11,DUO Y OFF,SNUG,Z BNC,,,,X,OFF,CURLS,,GF,Q SPL ZN,STR,ZN,GAP,UNDER,5 DOWN,,,COVER 3,,ALBI 04,ALBI 15,04,85,00; 01; 06,0,11,R,12,C,11.0,0.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 15,04,00; 01; 06,85,UNDER,2x2,0,P,,0,COVER 3
