#,Name,Comments 1,Quarter,Down,Distance,Field Position,P/10,SY/GL,Red Area,Drive #,Drive Play #,Gain,R/P,Hash,Personnel,Formation,Form Var,Motion,Starting Form,FIB,Endover,Form Adj Reduce,Y Location,Pass Concept,Pass Result,Backfield,Run Concept,Run Strength,Play Type,Proctection,Front,Front Type,Stunt,Pressure Type,Coverage,2M/4M,BC/REC,QB,RB,TE,WR,Tempo,pff_OFFPERSONNELBASIC,pff_RUNPASS,pff_DRIVEPLAY,pff_HASHDEF,pff_PREVIOUSGAINLOSS,pff_GAINLOSS,pff_SCREEN,pff_QUICKGAME,pff_RUNCONCEPT3,pff_RUNCONCEPTPRIMARY,pff_PENALTY,pff_TOUCHDOWN,pff_TRICKLOOK,pff_TRICKPLAY,pff_TEMPO,pff_2MINUTE,pff_GARBAGETIME,pff_BALLCARRIER,pff_QB,pff_RBS,pff_WRS,pff_TES,pff_FRONTTYPE,pff_OFFFORMATIONGROUP,pff_RUNPASSOPTION,pff_PREVIOUSRUNPASS,pff_PASSRECEIVERTARGET,pff_BLITZDOG,pff_PASSCOVERAGEBASIC
698,"2025 UAB O vs North Texas, PFF Play 137",137,3,1,10,'+46,P,,,9,7,13.0,P,L,11,TRIPS - OPEN,Y AT 3,,,X,,X,OPEN,,COMPLETE,GF,JET SWEEP,STR,DB,,BENCH,4 DOWN,,BLITZ,COVER 3,,ALBI 18,ALBI 07,03,85,00; 06; 18,0,11,P,7,L,8.0,13.0,0,0.0,,,,,0,0,0,0,0,ALBI 18,ALBI 07,03,00; 06; 18,85,WIDE UNDER,3x1,0,P,ALBI 18,1,COVER 3
699,"2025 UAB O vs North Texas, PFF Play 138",138,4,1,10,'+33,P,,,9,8,0.0,P,L,21,PRO - OPEN,SNUG,,,,,X,OFF,,INCOMPLETE,GS,Y INSERT,STR,PA,,WIDE OVER,4 DOWN,,,COVER 4,,ALBI 18,ALBI 07,03; 11,17,06; 18,0,21,P,8,L,13.0,,0,0.0,,INSIDE ZONE,(D) IDP,,0,0,0,0,0,,ALBI 07,03; 11,06; 18,17,WIDE OVER,1x2,1,P,ALBI 18,0,COVER 4
700,"2025 UAB O vs North Texas, PFF Play 139",139,4,2,10,'+33,2,,,9,9,2.0,R,L,12,TREY U HIP,,,,,,,PRO,CURLS,,GN,Q SPL ZN,STR,ZN,GAP,ODD,4 DOWN,,,COVER 1,,ALBI 03,ALBI 07,03,17; 85,00; 08,0,12,R,9,L,,2.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 03,ALBI 07,03,00; 08,17; 85,ODD,3x1,0,P,,0,COVER 1
701,"2025 UAB O vs North Texas, PFF Play 140",140,4,3,8,'+31,3,,,9,10,15.0,P,L,11,TRIPS,,,,,,,ON,,COMPLETE,GN,JET SWEEP,STR,DB,,ODD,4 DOWN,,,COVER 3,,ALBI 06,ALBI 07,03,17,00; 06; 12,0,11,P,10,L,2.0,15.0,0,0.0,,,,,0,0,0,0,0,ALBI 06,ALBI 07,03,00; 06; 12,17,ODD,3x1,0,R,ALBI 06,0,COVER 3
702,"2025 UAB O vs North Texas, PFF Play 141",141,4,1,10,'+16,P,,RA,9,11,0.0,P,R,11,DUO Y OFF,STK/SNUG,,,,,X,OFF,,INCOMPLETE,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,,BLITZ,COVER 4,,ALBI 12,ALBI 07,03,17,00; 06; 12,1,11,P,11,R,15.0,,0,0.0,,,,,0,0,1,0,0,,ALBI 07,03,00; 06; 12,17,ODD,2x2,0,P,ALBI 12,1,COVER 4
703,"2025 UAB O vs North Texas, PFF Play 142",142,4,2,10,'+16,2,,RA,9,12,0.0,P,M,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INCOMPLETE,GN,JET SWEEP,STR,DB,,ODD,4 DOWN,STUNT,,COVER 1,,ALBI 00,ALBI 07,03,17,00; 06; 08,0,11,P,12,C,,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,03,00; 06; 08,17,ODD,3x1,0,P,ALBI 00,0,COVER 1
704,"2025 UAB O vs North Texas, PFF Play 143",143,4,3,10,'+16,3,,RA,9,13,5.0,X,M,11,TRIPS,,,,,,,ON,CURLS,,GN,JET SWEEP,STR,,GAP,OKIE,4 DOWN,,,,,,ALBI 07,03,17,00; 06; 12,0,11,X,13,C,,,0,,,,TXNO D90 NZI,,0,0,0,0,0,,ALBI 07,03,00; 06; 12,17,ODD,1x3,0,P,,0,
705,"2025 UAB O vs North Texas, PFF Play 144",144,4,3,5,'+11,3,,RA,9,14,4.0,R,M,11,TRIPS,,,,,,,ON,,,GN,ZONE RD ARC,STR,ZN,GAP,ODD,4 DOWN,,,COVER 1,,ALBI 03,ALBI 07,03,17,00; 06; 12,0,11,R,14,C,,4.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 03,ALBI 07,03,00; 06; 12,17,ODD,1x3,1,X,,0,COVER 1
706,"2025 UAB O vs North Texas, PFF Play 145",145,4,4,1,'+7,4,SY/GL,RA,9,15,1.0,R,M,11,DUO Y OFF,SNUG,,,,,X,OFF,CURLS,,,,,ZN,GAP,WIDE OVER,4 DOWN,,BLITZ,COVER 0,,ALBI 07,ALBI 07,04,17,00; 06; 12,0,11,R,15,C,4.0,1.0,0,,,SNEAK,,,0,0,0,0,0,ALBI 07,ALBI 07,04,00; 06; 12,17,WIDE OVER,2x2,0,R,,1,COVER 0
707,"2025 UAB O vs North Texas, PFF Play 146",146,4,1,6,'+6,1,GL,RA,9,16,6.0,R,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,CURLS,,GN,Y INSERT,ZN,ZN,GAP,WIDE OVER,4 DOWN,,BLITZ,COVER 0,,ALBI 03,ALBI 15,03,17,00; 06; 12,0,11,R,16,L,1.0,6.0,0,,,INSIDE ZONE,,ALBI 03,0,0,0,0,0,ALBI 03,ALBI 15,03,00; 06; 12,17,WIDE OVER,3x1,0,R,,1,COVER 0
708,"2025 UAB O vs North Texas, PFF Play 149",149,4,1,10,'-47,P,,,10,1,0.0,P,L,12,SLOT - WING,,,,,,,SLOT,,INCOMPLETE,GN,JET SWEEP,WK,DB,,UNDER,4 DOWN,STUNT,,COVER 4,,ALBI 00,ALBI 07,11,17; 85,00; 06,0,12,P,1,L,6.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,11,00; 06,17; 85,UNDER,2x2,0,R,ALBI 00,0,COVER 4
709,"2025 UAB O vs North Texas, PFF Play 150",150,4,2,10,'-47,2,,,10,2,-10.0,P,L,11,DUO Y OFF,STK/SNUG,,,,,X,OFF,,SACK,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,STUNT,BLITZ,COVER 4,,ALBI 07,ALBI 07,11,85,00; 06; 12,0,11,P,2,L,,-10.0,0,0.0,,,,,0,0,0,0,0,ALBI 07,ALBI 07,11,00; 06; 12,85,ODD,2x2,0,P,,1,COVER 4
710,"2025 UAB O vs North Texas, PFF Play 151",151,4,3,20,'-37,3,,,10,3,18.0,P,L,11,TRIPS,,,,,,,ON,,COMPLETE,GN,JET SWEEP,STR,DB,,OKIE,4 DOWN,,,COVER 2 MAN,2.0,ALBI 06,ALBI 07,04,85,00; 06; 12,0,11,P,3,L,-10.0,18.0,0,0.0,,,,,0,0,0,0,0,ALBI 06,ALBI 07,04,00; 06; 12,85,ODD,3x1,0,P,ALBI 06,0,COVER 2 MAN
711,"2025 UAB O vs North Texas, PFF Play 152",152,4,4,2,'+45,4,SY,,10,4,10.0,R,R,11,TRIPS,,,,,,,ON,,,GN,Y INSERT,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 2,,ALBI 04,ALBI 07,04,85,00; 06; 12,0,11,R,4,R,18.0,10.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 12,85,WIDE OVER,1x3,1,P,,0,COVER 2
712,"2025 UAB O vs North Texas, PFF Play 153",153,4,1,10,'+35,P,,,10,5,11.0,P,R,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,COMPLETE,GN,Y INSERT,STR,PA,,BENCH,4 DOWN,,,COVER 3 CLOUD,,ALBI 00,ALBI 07,04,85,00; 06; 12,0,11,P,5,R,10.0,11.0,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 00,ALBI 07,04,00; 06; 12,85,WIDE UNDER,1x3,1,R,ALBI 00,0,COVER 3 CLOUD
713,"2025 UAB O vs North Texas, PFF Play 154",154,4,1,10,'+24,P,,,10,6,0.0,P,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,THROWN AWAY,GN,Q DART,STR,PA,,BENCH,4 DOWN,,BLITZ,COVER 4,,,ALBI 07,04,85,00; 06; 12,1,11,P,6,L,11.0,,0,0.0,,POWER,,,0,0,1,0,0,,ALBI 07,04,00; 06; 12,85,WIDE UNDER,3x1,0,P,,1,COVER 4
714,"2025 UAB O vs North Texas, PFF Play 155",155,4,2,10,'+24,2,,,10,7,13.0,R,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,,GN,INSIDE ZN,ZN,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 4,,ALBI 11,ALBI 07,11,85,00; 06; 12,0,11,R,7,L,,13.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 06; 12,85,WIDE OVER,1x3,1,P,,0,COVER 4
715,"2025 UAB O vs North Texas, PFF Play 156",156,4,1,10,'+11,P,,RA,10,8,0.0,P,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INTERCEPTION,GF,JET SWEEP,STR,DB,,BENCH,4 DOWN,,,COVER 4,,ALBI 85,ALBI 07,11,85,00; 06; 12,0,11,P,8,L,13.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,11,00; 06; 12,85,WIDE UNDER,3x1,0,R,ALBI 85,0,COVER 4
716,"2025 UAB O vs North Texas, PFF Play 167",167,4,1,10,'-40,P,,,11,1,3.0,P,R,21,TREY Y OFF,SNUG,TOZ,,X,,X,OFF,,COMPLETE,GN,Q DART,STR,PA,,OKIE,4 DOWN,,,COVER 4,,ALBI 11,ALBI 07,03; 11,17,00; 06,0,21,P,1,R,,3.0,1,0.0,,POWER,,,0,0,0,0,1,ALBI 11,ALBI 07,03; 11,00; 06,17,ODD,1x3,0,P,ALBI 11,0,COVER 4
717,"2025 UAB O vs North Texas, PFF Play 168",168,4,2,7,'-43,2,,,11,2,2.0,R,L,11,DUO Y OFF,SNUG,Y MISSILE,,X,,X,OFF,,,GF,Y INSERT,STR,ZN,GAP,OKIE,4 DOWN,,,COVER 2 MAN,2.0,ALBI 03,ALBI 07,03,17,00; 06; 12,0,11,R,2,L,3.0,2.0,0,,,INSIDE ZONE,,,0,0,0,0,1,ALBI 03,ALBI 07,03,00; 06; 12,17,ODD,2x2,1,P,,0,COVER 2 MAN
718,"2025 UAB O vs North Texas, PFF Play 169",169,4,3,5,'-45,3,,,11,3,7.0,P,R,11,OTHER,,,,,,,,,COMPLETE,GEMP,JET SWEEP,STR,DB,,OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 00,ALBI 07,11,17,00; 06; 12,0,11,P,3,R,2.0,7.0,0,0.0,,,,,0,0,0,0,1,ALBI 00,ALBI 07,11,00; 06; 12,17,OVER,5x2,0,R,ALBI 00,0,COVER 3 SEAM
719,"2025 UAB O vs North Texas, PFF Play 170",170,4,1,10,'+48,P,,,11,4,0.0,P,L,11,DUO Y OFF,STK/SNUG,,,,,X,OFF,,HIT AS THREW,GF,JET SWEEP,STR,DB,,BENCH,4 DOWN,,,COVER 4,,,ALBI 07,11,17,00; 06; 12,1,11,P,4,L,7.0,,0,0.0,,,,,0,0,1,0,1,,ALBI 07,11,00; 06; 12,17,WIDE UNDER,2x2,0,P,,0,COVER 4
720,"2025 UAB O vs North Texas, PFF Play 171",171,4,2,10,'+48,2,,,11,5,5.0,P,L,11,DUO Y OFF,STK/SNUG,,,,,X,OFF,,COMPLETE,GF,JET SWEEP,STR,DB,,BENCH,4 DOWN,STUNT,,COVER 1,,ALBI 11,ALBI 07,11,17,00; 06; 12,0,11,P,5,L,,5.0,0,0.0,,,,,0,0,0,0,1,ALBI 11,ALBI 07,11,00; 06; 12,17,WIDE UNDER,2x2,0,P,ALBI 11,0,COVER 1
721,"2025 UAB O vs North Texas, PFF Play 172",172,4,3,5,'+43,3,,,11,6,0.0,P,L,11,DOUBLES,STK,H RETURN,,X,,X,OPEN,,INTERCEPTION,GN,JET SWEEP,STR,DB,,EVEN,4 DOWN,STUNT,,COVER 6,,ALBI 12,ALBI 07,11,17,00; 06; 12,0,11,P,6,L,5.0,,0,0.0,,,,,0,0,0,0,1,,ALBI 07,11,00; 06; 12,17,EVEN,2x2,0,P,ALBI 12,0,COVER 6
722,"2025 UAB O vs Florida State, PFF Play 002",2,1,1,10,'-23,P,,,1,1,2.0,R,R,11,DUO Y OFF,SNUG,Z BNC,,X,X,X,OFF,,,GN,INSIDE ZN,ZN,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 04,ALBI 07,04,85,00; 06; 08,0,11,R,1,R,,2.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 08,85,WIDE OVER,2x2,1,,,0,COVER 3 SEAM
723,"2025 UAB O vs Florida State, PFF Play 003",3,1,2,8,'-25,2,,,1,2,5.0,P,R,12,KING U OFF,,Z ORB,,,,X,SLOT,,COMPLETE,GF,Y INSERT,STR,PA,,WIDE OVER,4 DOWN,,,COVER 3,,ALBI 00,ALBI 07,04,17; 85,00; 08,1,12,P,2,R,2.0,5.0,0,0.0,,INSIDE ZONE,,,0,0,1,0,0,ALBI 00,ALBI 07,04,00; 08,17; 85,WIDE OVER,1x3,1,R,ALBI 00,0,COVER 3
724,"2025 UAB O vs Florida State, PFF Play 004",4,1,3,3,'-30,3,SY,,1,3,5.0,X,L,11,EMPTY 3x2 Y OFF,SNUG,,,X,,X,OFF,CURLS,,GEMP,JET SWEEP,STR,,GAP,BENCH,4 DOWN,,,,,,ALBI 07,11,17,00; 06; 12,0,11,X,3,L,5.0,,0,,,,FLSO D34 ENC,,0,0,0,0,0,,ALBI 07,11,00; 06; 12,17,WIDE UNDER,3x2,0,P,,0,
725,"2025 UAB O vs Florida State, PFF Play 005",5,1,1,10,'-35,P,,,1,4,15.0,P,L,12,ACE YU OFF,,,,,,X,OFF,,HIT AS THREW,,Y INSERT,STR,PA,,WIDE OVER,4 DOWN,,,COVER 3 SEAM,,,ALBI 07,11,17; 85,00; 12,0,12,P,4,L,,,0,0.0,,MAN,FLSO D04 RPS,,0,0,0,0,0,,ALBI 07,11,00; 12,17; 85,WIDE OVER,2x2,0,X,,0,COVER 3 SEAM
726,"2025 UAB O vs Florida State, PFF Play 006",6,1,1,10,'+50,P,,,1,5,-4.0,P,L,11,TRIPS,,,,,,,ON,,SACK,GF,,STR,PA,,OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 07,ALBI 07,11,85,00; 06; 12,0,11,P,5,L,,-4.0,0,0.0,,UNDEFINED,,,0,0,0,0,0,ALBI 07,ALBI 07,11,00; 06; 12,85,OVER,3x1,0,P,,0,COVER 3 SEAM
727,"2025 UAB O vs Florida State, PFF Play 007",7,1,2,14,'-46,2,,,1,6,0.0,P,L,12,KING U OFF,,,,,,,SLOT,,INTERCEPTION,GN,Y INSERT,STR,PA,,BENCH,4 DOWN,,,COVER 6,,ALBI 08,ALBI 07,04,17; 85,00; 08,0,12,P,6,L,-4.0,,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,,ALBI 07,04,00; 08,17; 85,WIDE UNDER,3x1,1,P,ALBI 08,0,COVER 6
728,"2025 UAB O vs Florida State, PFF Play 013",13,1,1,10,'+24,P,,,2,1,2.0,R,L,11,DUO Y OFF,STK/SNUG,,,,,X,OFF,,,GF,Y INSERT,STR,ZN,GAP,BENCH,4 DOWN,,,COVER 1,,ALBI 04,ALBI 07,04,17,00; 06; 08,0,11,R,1,L,,2.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 08,17,WIDE UNDER,2x2,1,P,,0,COVER 1
729,"2025 UAB O vs Florida State, PFF Play 014",14,1,2,8,'+22,2,,,2,2,0.0,P,L,12,KING U OFF,,,,,,,SLOT,,RUN,,JET SWEEP,STR,DB,,UNDER,4 DOWN,,,COVER 3,,ALBI 00,ALBI 07,04,17; 85,00; 06,0,12,P,2,L,2.0,0.0,0,0.0,,,,,1,1,0,0,0,ALBI 00,ALBI 07,04,00; 06,17; 85,UNDER,3x1,0,R,,0,COVER 3
730,"2025 UAB O vs Florida State, PFF Play 015",15,1,3,8,'+22,3,,,2,3,9.0,P,R,11,TRIPS,,H IN,,,,,ON,,COMPLETE,GF,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,,COVER 3,,ALBI 12,ALBI 07,04,17,00; 06; 12,0,11,P,3,R,0.0,9.0,0,0.0,,,,,0,0,0,0,0,ALBI 12,ALBI 07,04,00; 06; 12,17,WIDE OVER,1x3,0,P,ALBI 12,0,COVER 3
731,"2025 UAB O vs Florida State, PFF Play 016",16,1,1,10,'+13,P,,RA,2,4,3.0,R,L,21,PRO - OPEN,SNUG,BUZZ,,,,X,OFF,CURLS,,GS,Q SPL ZN,WK,ZN,GAP,OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 04,ALBI 07,03; 04,17,00; 06,0,21,R,4,L,9.0,3.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,03; 04,00; 06,17,OVER,2x1,0,P,,0,COVER 3 SEAM
732,"2025 UAB O vs Florida State, PFF Play 017",17,1,2,7,'+10,2,GL,RA,2,5,-2.0,R,L,21,PRO - OPEN,SNUG,,,,,X,OFF,CURLS,,GS,Q DART,STR,GAP,GAP,OVER,4 DOWN,,,RED ZONE,,ALBI 04,ALBI 07,03; 04,17,00; 06,1,21,R,5,L,3.0,-2.0,0,,,POWER,,,0,0,1,0,0,ALBI 04,ALBI 07,03; 04,00; 06,17,OVER,2x1,0,R,,0,RED ZONE
733,"2025 UAB O vs Florida State, PFF Play 018",18,1,3,9,'+12,3,,RA,2,6,0.0,P,R,12,SLOT - WING,,TOZ,,,,,SLOT,,INCOMPLETE,GEMP,JET SWEEP,STR,DB,,ODD,4 DOWN,,BLITZ,COVER 0,,ALBI 11,ALBI 07,11,17; 85,00; 06,0,12,P,6,R,-2.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,11,00; 06,17; 85,ODD,2x3,0,R,ALBI 11,1,COVER 0
734,"2025 UAB O vs Florida State, PFF Play 030",30,1,1,10,'-15,P,,,3,1,9.0,R,L,12,KING U OFF,,,,,,,SLOT,CURLS,,,SPL ZN SS,STR,ZN,GAP,BENCH,4 DOWN,,,COVER 3 SEAM,,ALBI 03,ALBI 07,03,17; 85,00; 08,0,12,R,1,L,,9.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 03,ALBI 07,03,00; 08,17; 85,WIDE UNDER,3x1,0,P,,0,COVER 3 SEAM
735,"2025 UAB O vs Florida State, PFF Play 031",31,1,2,1,'-24,2,SY,,3,2,-5.0,X,M,22,TRIPS - SLOT,,T MTR,,X,,X,OPEN,CURLS,,,JET SWEEP,STR,,GAP,WIDE OVER,4 DOWN,,,,,,ALBI 07,03; 04,17; 85,06,0,22,X,2,C,9.0,,0,,,,ALBI 85 FST,,0,0,0,0,0,,ALBI 07,03; 04,06,17; 85,WIDE OVER,2x3,0,R,,0,
736,"2025 UAB O vs Florida State, PFF Play 032",32,1,2,6,'-19,2,,,3,3,16.0,R,M,11,TRIPS,,,,,,,ON,,,GF,Y INSERT,STR,ZN,GAP,WIDE OVER,4 DOWN,,BLITZ,COVER 3 CLOUD,,ALBI 03,ALBI 07,03,85,00; 06; 12,0,11,R,3,C,,16.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 03,ALBI 07,03,00; 06; 12,85,WIDE OVER,1x3,1,X,,1,COVER 3 CLOUD
737,"2025 UAB O vs Florida State, PFF Play 033",33,1,1,10,'-35,P,,,3,4,1.0,R,L,12,ACE YU OFF,,,,,,X,OFF,CURLS,,,Q SPL ZN,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 03,ALBI 07,03,17; 85,00; 08,0,12,R,4,L,16.0,1.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 03,ALBI 07,03,00; 08,17; 85,WIDE OVER,2x2,0,R,,0,COVER 3 SEAM
738,"2025 UAB O vs Florida State, PFF Play 034",34,1,2,9,'-36,2,,,3,5,24.0,P,L,12,KING U OFF,,,,,,,SLOT,,COMPLETE,GF,CTR OY,STR,PA,,BENCH,4 DOWN,,BLITZ,COVER 3,,ALBI 00,ALBI 07,03,17; 85,00; 06,0,12,P,5,L,1.0,24.0,1,0.0,,COUNTER,,,0,0,0,0,0,ALBI 00,ALBI 07,03,00; 06,17; 85,WIDE UNDER,3x1,1,R,ALBI 00,1,COVER 3
739,"2025 UAB O vs Florida State, PFF Play 035",35,1,1,10,'+40,P,,,3,6,6.0,R,R,11,DUO Y OFF,STK/SNUG,,,,,X,OFF,CURLS,,GF,SPL ZN,STR,ZN,GAP,ONE INTERIOR,4 DOWN,,,COVER 1,,ALBI 07,ALBI 07,03,17,00; 06; 12,0,11,R,6,R,24.0,6.0,0,,,INSIDE ZONE,FLSO D05 UNRd; FLSO D05 UNSd,,0,0,0,0,0,ALBI 07,ALBI 07,03,00; 06; 12,17,ONE INTERIOR,2x2,0,P,,0,COVER 1
740,"2025 UAB O vs Florida State, PFF Play 036",36,1,1,9,'+9,1,GL,RA,3,7,3.0,R,L,21,PRO,,,,,,,ON,,,,INSIDE ZN RD,STR,ZN,GAP,OVER,4 DOWN,,,RED ZONE,,ALBI 04,ALBI 15,03; 04,17,00; 06,0,21,R,7,L,6.0,3.0,0,,,MAN,,,0,0,0,0,0,ALBI 04,ALBI 15,03; 04,00; 06,17,OVER,2x1,1,R,,0,RED ZONE
741,"2025 UAB O vs Florida State, PFF Play 037",37,1,2,6,'+6,2,GL,RA,3,8,6.0,R,M,12,KING U OFF,,,,,,,SLOT,,,GF,Y INSERT,STR,ZN,GAP,UNDER,4 DOWN,,,RED ZONE,,ALBI 03,ALBI 15,03,17; 85,00; 06,0,12,R,8,C,3.0,6.0,0,,,INSIDE ZONE,,ALBI 03,0,0,0,0,0,ALBI 03,ALBI 15,03,00; 06,17; 85,UNDER,1x3,1,R,,0,RED ZONE
742,"2025 UAB O vs Florida State, PFF Play 044",44,2,1,10,'-29,P,,,4,1,2.0,R,R,11,DUO Y OFF,SNUG,Z IN,,,,X,OFF,CURLS,,GN,ZONE RD ARC,ZN,ZN,GAP,UNDER,4 DOWN,,,COVER 4,,ALBI 04,ALBI 07,04,85,00; 06; 12,0,11,R,1,R,6.0,2.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 12,85,UNDER,2x2,0,R,,0,COVER 4
743,"2025 UAB O vs Florida State, PFF Play 045",45,2,2,8,'-31,2,,,4,2,7.0,R,R,21,PRO,,,,,,,ON,,,PSTL,INSIDE ZN RD,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 2,,ALBI 04,ALBI 07,03; 04,85,00; 06,0,21,R,2,R,2.0,7.0,0,,,MAN,,,0,0,0,0,0,ALBI 04,ALBI 07,03; 04,00; 06,85,WIDE OVER,1x2,1,R,,0,COVER 2
744,"2025 UAB O vs Florida State, PFF Play 046",46,2,3,1,'-38,3,SY,,4,3,3.0,R,R,22,EMPTY 3x2 Y OFF,,,,X,,,OFF,CURLS,,,,,ZN,GAP,ODD,4 DOWN,,,COVER 3,,ALBI 07,ALBI 07,03; 04,17; 85,06,0,22,R,3,R,7.0,3.0,0,,,SNEAK,,,0,0,0,0,0,ALBI 07,ALBI 07,03; 04,06,17; 85,ODD,2x3,0,R,,0,COVER 3
745,"2025 UAB O vs Florida State, PFF Play 047",47,2,1,10,'-41,P,,,4,4,1.0,R,R,21,PRO - OPEN,SNUG,,,,,X,OFF,,,GF,CTR OY,STR,GAP,GAP,WIDE OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 03,ALBI 07,03; 11,17,00; 06,0,21,R,4,R,3.0,1.0,0,,,COUNTER,,,0,0,0,0,0,ALBI 03,ALBI 07,03; 11,00; 06,17,WIDE OVER,1x2,1,R,,0,COVER 3 SEAM
746,"2025 UAB O vs Florida State, PFF Play 048",48,2,2,9,'-42,2,,,4,5,1.0,R,R,12,KING U OFF,,,,,,,SLOT,,,GF,OUTSIDE ZN RD,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 1,,ALBI 11,ALBI 07,11,17; 85,00; 06,0,12,R,5,R,1.0,1.0,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 06,17; 85,WIDE OVER,1x3,1,R,,0,COVER 1
747,"2025 UAB O vs Florida State, PFF Play 049",49,2,3,8,'-43,3,,,4,6,11.0,P,R,20,SLOT - OPEN,SNUG,H RELOAD,,X,,X,OFF,,COMPLETE,GS,JET SWEEP,STR,DB,,OKIE,4 DOWN,,BLITZ,COVER 4,,ALBI 11,ALBI 07,04; 11,,00; 06; 08,0,20,P,6,R,1.0,11.0,0,0.0,,,,,0,0,0,0,0,ALBI 11,ALBI 07,04; 11,00; 06; 08,,ODD,1x2,0,R,ALBI 11,1,COVER 4
748,"2025 UAB O vs Florida State, PFF Play 050",50,2,1,10,'+46,P,,,4,7,0.0,R,L,12,ACE YU OFF,,BUZZ,,,,X,OFF,CURLS,,GN,OUTSIDE ZN RD,WK,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 04,ALBI 07,04,17; 85,00; 08,0,12,R,7,L,11.0,0.0,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 08,17; 85,WIDE OVER,2x2,0,P,,0,COVER 3 SEAM
749,"2025 UAB O vs Florida State, PFF Play 051",51,2,2,10,'+46,2,,,4,8,0.0,P,M,11,DOUBLES,STK,,,,,X,OPEN,,INCOMPLETE,GF,JET SWEEP,STR,DB,,BENCH,4 DOWN,,,COVER 1,,ALBI 06,ALBI 07,04,17,00; 06; 12,0,11,P,8,C,0.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,04,00; 06; 12,17,WIDE UNDER,2x2,0,R,ALBI 06,0,COVER 1
750,"2025 UAB O vs Florida State, PFF Play 052",52,2,3,10,'+46,3,,,4,9,15.0,P,L,11,TRIPS - OPEN,Y AT 3,,,X,,X,OPEN,,COMPLETE,GF,JET SWEEP,STR,DB,,EVEN,4 DOWN,,BLITZ,COVER 1,,ALBI 00,ALBI 07,04,17,00; 06; 12,0,11,P,9,L,,15.0,0,0.0,,,,,0,0,0,0,0,ALBI 00,ALBI 07,04,00; 06; 12,17,EVEN,3x1,0,P,ALBI 00,1,COVER 1
751,"2025 UAB O vs Florida State, PFF Play 053",53,2,1,10,'+31,P,,,4,10,-2.0,R,L,12,ACE YU OFF,,,,,,X,OFF,CURLS,,,Q SPL ZN,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 04,ALBI 07,04,17; 85,00; 06,0,12,R,10,L,15.0,-2.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06,17; 85,WIDE OVER,2x2,0,P,,0,COVER 3 SEAM
